AI Method,Ghost Method,Time (s),Score,Level
6778,RLPacMan,MyGhosts,41.80,2380,1
6779,RLPacMan,MyGhosts,21.02,1260,1
6780,RLPacMan,MyGhosts,26.25,2270,1
6781,RLPacMan,MyGhosts,31.40,2530,1
6782,RLPacMan,MyGhosts,86.12,4750,2
6783,RLPacMan,MyGhosts,21.65,2070,1
6784,RLPacMan,MyGhosts,38.52,3280,1
6785,RLPacMan,MyGhosts,72.33,3130,2
6786,RLPacMan,MyGhosts,25.13,2840,1
6787,RLPacMan,MyGhosts,57.22,1820,1
6788,RLPacMan,MyGhosts,29.55,2240,1
6789,RLPacMan,MyGhosts,41.52,3510,1
6790,RLPacMan,MyGhosts,34.48,2130,1
6791,RLPacMan,MyGhosts,23.52,2480,1
6792,RLPacMan,MyGhosts,34.55,3440,1
6793,RLPacMan,MyGhosts,18.52,1720,1
6794,RLPacMan,MyGhosts,35.57,4120,1
6795,RLPacMan,MyGhosts,47.85,3780,1
6796,RLPacMan,MyGhosts,18.35,1980,1
6797,RLPacMan,MyGhosts,15.70,890,1
6798,RLPacMan,MyGhosts,27.45,2710,1
6799,RLPacMan,MyGhosts,32.17,3570,1
6800,RLPacMan,MyGhosts,44.65,2760,1
6801,RLPacMan,MyGhosts,28.97,3020,1
6802,RLPacMan,MyGhosts,30.47,4140,1
6803,RLPacMan,MyGhosts,45.17,2750,1
6804,RLPacMan,MyGhosts,27.82,1920,1
6805,RLPacMan,MyGhosts,14.77,2650,1
6806,RLPacMan,MyGhosts,32.48,3170,1
6807,RLPacMan,MyGhosts,35.58,4280,1
6808,RLPacMan,MyGhosts,34.10,2520,1
6809,RLPacMan,MyGhosts,8.92,870,1
6810,RLPacMan,MyGhosts,30.62,1990,1
6811,RLPacMan,MyGhosts,47.42,2490,1
6812,RLPacMan,MyGhosts,77.70,5130,2
6813,RLPacMan,MyGhosts,32.67,1930,1
6814,RLPacMan,MyGhosts,45.97,2660,1
6815,RLPacMan,MyGhosts,82.70,6340,2
6816,RLPacMan,MyGhosts,29.32,2170,1
6817,RLPacMan,MyGhosts,39.22,4950,1
6818,RLPacMan,MyGhosts,29.35,2970,1
6819,RLPacMan,MyGhosts,48.45,2340,1
6820,RLPacMan,MyGhosts,46.27,2330,1
6821,RLPacMan,MyGhosts,65.93,3250,1
6822,RLPacMan,MyGhosts,32.78,3480,1
6823,RLPacMan,MyGhosts,14.90,2600,1
6824,RLPacMan,MyGhosts,29.03,2270,1
6825,RLPacMan,MyGhosts,21.15,1710,1
6826,RLPacMan,MyGhosts,26.05,2540,1
6827,RLPacMan,MyGhosts,31.18,3140,1
6828,RLPacMan,MyGhosts,21.93,860,1
6829,RLPacMan,MyGhosts,28.18,3470,1
6830,RLPacMan,MyGhosts,32.23,2430,1
6831,RLPacMan,MyGhosts,24.07,1690,1
6832,RLPacMan,MyGhosts,24.57,6570,1
6833,RLPacMan,MyGhosts,28.15,3410,1
6834,RLPacMan,MyGhosts,37.70,4050,1
6835,RLPacMan,MyGhosts,22.57,2600,1
6836,RLPacMan,MyGhosts,35.43,3560,1
6837,RLPacMan,MyGhosts,71.33,3750,2
6838,RLPacMan,MyGhosts,43.42,2110,1
6839,RLPacMan,MyGhosts,26.13,2030,1
6840,RLPacMan,MyGhosts,36.35,2630,1
6841,RLPacMan,MyGhosts,25.97,2530,1
6842,RLPacMan,MyGhosts,15.32,1040,1
6843,RLPacMan,MyGhosts,29.05,3570,1
6844,RLPacMan,MyGhosts,20.77,1690,1
6845,RLPacMan,MyGhosts,24.42,3770,1
6846,RLPacMan,MyGhosts,34.62,2800,1
6847,RLPacMan,MyGhosts,22.40,2930,1
6848,RLPacMan,MyGhosts,29.00,3720,1
6849,RLPacMan,MyGhosts,26.32,2000,1
6850,RLPacMan,MyGhosts,16.65,1740,1
6851,RLPacMan,MyGhosts,20.75,3200,1
6852,RLPacMan,MyGhosts,39.82,4320,1
6853,RLPacMan,MyGhosts,42.00,2150,1
6854,RLPacMan,MyGhosts,30.87,2750,1
6855,RLPacMan,MyGhosts,53.68,2390,1
6856,RLPacMan,MyGhosts,34.80,3670,1
6857,RLPacMan,MyGhosts,47.40,3500,1
6858,RLPacMan,MyGhosts,16.62,1310,1
6859,RLPacMan,MyGhosts,24.18,2940,1
6860,RLPacMan,MyGhosts,28.32,1720,1
6861,RLPacMan,MyGhosts,35.47,1620,1
6862,RLPacMan,MyGhosts,27.67,3410,1
6863,RLPacMan,MyGhosts,10.87,810,1
6864,RLPacMan,MyGhosts,27.93,3110,1
6865,RLPacMan,MyGhosts,48.17,2550,1
6866,RLPacMan,MyGhosts,40.23,4220,1
6867,RLPacMan,MyGhosts,35.90,2960,1
6868,RLPacMan,MyGhosts,36.68,2810,1
6869,RLPacMan,MyGhosts,29.57,3050,1
6870,RLPacMan,MyGhosts,23.98,1920,1
6871,RLPacMan,MyGhosts,8.03,700,1
6872,RLPacMan,MyGhosts,27.22,1800,1
6873,RLPacMan,MyGhosts,41.63,4240,1
6874,RLPacMan,MyGhosts,29.48,2710,1
6875,RLPacMan,MyGhosts,37.73,2200,1
6876,RLPacMan,MyGhosts,25.40,2030,1
6877,RLPacMan,MyGhosts,32.83,2430,1
6878,RLPacMan,MyGhosts,38.48,4220,1
6879,RLPacMan,MyGhosts,21.65,1700,1
6880,RLPacMan,MyGhosts,33.77,3570,1
6881,RLPacMan,MyGhosts,25.95,2500,1
6882,RLPacMan,MyGhosts,16.58,1330,1
6883,RLPacMan,MyGhosts,33.57,2570,1
6884,RLPacMan,MyGhosts,22.32,2080,1
6885,RLPacMan,MyGhosts,35.13,5040,1
6886,RLPacMan,MyGhosts,26.18,3470,1
6887,RLPacMan,MyGhosts,21.73,1910,1
6888,RLPacMan,MyGhosts,18.93,2200,1
6889,RLPacMan,MyGhosts,30.48,3190,1
6890,RLPacMan,MyGhosts,39.15,3240,1
6891,RLPacMan,MyGhosts,47.17,4110,1
6892,RLPacMan,MyGhosts,29.73,2640,1
6893,RLPacMan,MyGhosts,41.45,2280,1
6894,RLPacMan,MyGhosts,34.50,3900,1
6895,RLPacMan,MyGhosts,77.32,4510,2
6896,RLPacMan,MyGhosts,35.38,4120,1
6897,RLPacMan,MyGhosts,55.63,2650,1
6898,RLPacMan,MyGhosts,20.78,1820,1
6899,RLPacMan,MyGhosts,24.62,1720,1
6900,RLPacMan,MyGhosts,44.08,3760,1
6901,RLPacMan,MyGhosts,37.82,2440,1
6902,RLPacMan,MyGhosts,42.58,3830,1
6903,RLPacMan,MyGhosts,43.45,2360,1
6904,RLPacMan,MyGhosts,43.47,3010,1
6905,RLPacMan,MyGhosts,29.67,3340,1
6906,RLPacMan,MyGhosts,10.53,1270,1
6907,RLPacMan,MyGhosts,18.58,1080,1
6908,RLPacMan,MyGhosts,31.47,3330,1
6909,RLPacMan,MyGhosts,25.02,2400,1
6910,RLPacMan,MyGhosts,30.00,4110,1
6911,RLPacMan,MyGhosts,24.23,2580,1
6912,RLPacMan,MyGhosts,35.77,2750,1
6913,RLPacMan,MyGhosts,23.23,2320,1
6914,RLPacMan,MyGhosts,23.55,3960,1
6915,RLPacMan,MyGhosts,28.32,2010,1
6916,RLPacMan,MyGhosts,27.82,4170,1
6917,RLPacMan,MyGhosts,33.90,1480,1
6918,RLPacMan,MyGhosts,19.08,2450,1
6919,RLPacMan,MyGhosts,34.77,3560,1
6920,RLPacMan,MyGhosts,15.23,1040,1
6921,RLPacMan,MyGhosts,36.77,1940,1
6922,RLPacMan,MyGhosts,19.98,2160,1
6923,RLPacMan,MyGhosts,31.38,2330,1
6924,RLPacMan,MyGhosts,20.07,3080,1
6925,RLPacMan,MyGhosts,14.75,1170,1
6926,RLPacMan,MyGhosts,31.83,2240,1
6927,RLPacMan,MyGhosts,24.38,1840,1
6928,RLPacMan,MyGhosts,36.60,2070,1
6929,RLPacMan,MyGhosts,31.68,2520,1
6930,RLPacMan,MyGhosts,33.22,4100,1
6931,RLPacMan,MyGhosts,29.08,4010,1
6932,RLPacMan,MyGhosts,30.62,2860,1
6933,RLPacMan,MyGhosts,27.27,3790,1
6934,RLPacMan,MyGhosts,30.48,3480,1
6935,RLPacMan,MyGhosts,21.13,2080,1
6936,RLPacMan,MyGhosts,26.28,2620,1
6937,RLPacMan,MyGhosts,35.25,2950,1
6938,RLPacMan,MyGhosts,21.97,1740,1
6939,RLPacMan,MyGhosts,20.73,1670,1
6940,RLPacMan,MyGhosts,32.72,3320,1
6941,RLPacMan,MyGhosts,27.15,2720,1
6942,RLPacMan,MyGhosts,8.62,820,1
6943,RLPacMan,MyGhosts,34.42,3430,1
6944,RLPacMan,MyGhosts,38.40,2620,1
6945,RLPacMan,MyGhosts,40.17,2800,1
6946,RLPacMan,MyGhosts,21.65,2010,1
6947,RLPacMan,MyGhosts,20.20,1630,1
6948,RLPacMan,MyGhosts,27.67,1860,1
6949,RLPacMan,MyGhosts,39.87,2770,1
6950,RLPacMan,MyGhosts,27.68,2740,1
6951,RLPacMan,MyGhosts,27.15,2710,1
6952,RLPacMan,MyGhosts,64.80,5370,2
6953,RLPacMan,MyGhosts,33.88,4220,1
6954,RLPacMan,MyGhosts,64.62,4240,1
6955,RLPacMan,MyGhosts,18.00,1870,1
6956,RLPacMan,MyGhosts,19.35,3180,1
6957,RLPacMan,MyGhosts,41.78,3390,1
6958,RLPacMan,MyGhosts,29.68,2800,1
6959,RLPacMan,MyGhosts,30.50,2710,1
6960,RLPacMan,MyGhosts,36.95,2170,1
6961,RLPacMan,MyGhosts,30.40,2770,1
6962,RLPacMan,MyGhosts,38.00,2000,1
6963,RLPacMan,MyGhosts,19.08,2520,1
6964,RLPacMan,MyGhosts,77.98,5430,2
6965,RLPacMan,MyGhosts,27.15,2080,1
6966,RLPacMan,MyGhosts,30.18,4170,1
6967,RLPacMan,MyGhosts,37.80,4240,1
6968,RLPacMan,MyGhosts,35.70,2080,1
6969,RLPacMan,MyGhosts,25.37,1590,1
6970,RLPacMan,MyGhosts,56.23,3640,1
6971,RLPacMan,MyGhosts,24.50,2790,1
6972,RLPacMan,MyGhosts,49.32,4240,1
6973,RLPacMan,MyGhosts,20.52,2210,1
6974,RLPacMan,MyGhosts,32.30,1840,1
6975,RLPacMan,MyGhosts,36.22,2460,1
6976,RLPacMan,MyGhosts,21.60,1820,1
6977,RLPacMan,MyGhosts,37.33,2850,1
6978,RLPacMan,MyGhosts,30.23,2090,1
6979,RLPacMan,MyGhosts,28.80,2780,1
6980,RLPacMan,MyGhosts,41.47,4280,1
6981,RLPacMan,MyGhosts,59.02,2930,1
6982,RLPacMan,MyGhosts,44.73,4170,1
6983,RLPacMan,MyGhosts,86.52,5290,2
6984,RLPacMan,MyGhosts,20.88,1370,1
6985,RLPacMan,MyGhosts,57.80,4380,1
6986,RLPacMan,MyGhosts,28.88,3540,1
6987,RLPacMan,MyGhosts,28.38,3590,1
6988,RLPacMan,MyGhosts,39.72,2860,1
6989,RLPacMan,MyGhosts,34.97,3790,1
6990,RLPacMan,MyGhosts,37.23,4250,1
6991,RLPacMan,MyGhosts,72.80,4850,2
6992,RLPacMan,MyGhosts,9.38,690,1
6993,RLPacMan,MyGhosts,44.73,2790,1
6994,RLPacMan,MyGhosts,19.28,1720,1
6995,RLPacMan,MyGhosts,39.97,3840,1
6996,RLPacMan,MyGhosts,15.88,2790,1
6997,RLPacMan,MyGhosts,28.48,1880,1
6998,RLPacMan,MyGhosts,29.47,1800,1
6999,RLPacMan,MyGhosts,22.80,1710,1
7000,RLPacMan,MyGhosts,23.88,3440,1
7001,RLPacMan,MyGhosts,29.00,4050,1
7002,RLPacMan,MyGhosts,70.88,3590,2
7003,RLPacMan,MyGhosts,33.83,4970,1
7004,RLPacMan,MyGhosts,10.37,670,1
7005,RLPacMan,MyGhosts,45.13,4650,1
7006,RLPacMan,MyGhosts,44.83,4250,1
7007,RLPacMan,MyGhosts,29.72,2030,1
7008,RLPacMan,MyGhosts,28.18,3210,1
7009,RLPacMan,MyGhosts,40.17,4120,1
7010,RLPacMan,MyGhosts,20.67,1460,1
7011,RLPacMan,MyGhosts,15.62,1920,1
7012,RLPacMan,MyGhosts,22.73,2200,1
7013,RLPacMan,MyGhosts,21.80,3160,1
7014,RLPacMan,MyGhosts,22.82,1430,1
7015,RLPacMan,MyGhosts,16.03,1830,1
7016,RLPacMan,MyGhosts,52.13,2210,1
7017,RLPacMan,MyGhosts,41.28,5910,1
7018,RLPacMan,MyGhosts,41.47,3070,1
7019,RLPacMan,MyGhosts,28.68,4960,1
7020,RLPacMan,MyGhosts,26.17,2750,1
7021,RLPacMan,MyGhosts,31.07,3510,1
7022,RLPacMan,MyGhosts,32.67,4060,1
7023,RLPacMan,MyGhosts,25.37,1920,1
7024,RLPacMan,MyGhosts,23.73,4050,1
7025,RLPacMan,MyGhosts,43.75,3990,1
7026,RLPacMan,MyGhosts,30.97,1890,1
7027,RLPacMan,MyGhosts,28.52,2990,1
7028,RLPacMan,MyGhosts,11.17,850,1
7029,RLPacMan,MyGhosts,27.33,1710,1
7030,RLPacMan,MyGhosts,41.22,1890,1
7031,RLPacMan,MyGhosts,28.63,2640,1
7032,RLPacMan,MyGhosts,27.60,2010,1
7033,RLPacMan,MyGhosts,33.55,2400,1
7034,RLPacMan,MyGhosts,42.83,3590,1
7035,RLPacMan,MyGhosts,25.08,4070,1
7036,RLPacMan,MyGhosts,44.35,4460,1
7037,RLPacMan,MyGhosts,21.12,1910,1
7038,RLPacMan,MyGhosts,28.30,4330,1
7039,RLPacMan,MyGhosts,19.92,2660,1
7040,RLPacMan,MyGhosts,22.82,1450,1
7041,RLPacMan,MyGhosts,23.97,2870,1
7042,RLPacMan,MyGhosts,35.67,3710,1
7043,RLPacMan,MyGhosts,39.52,2340,1
7044,RLPacMan,MyGhosts,32.18,2510,1
7045,RLPacMan,MyGhosts,30.47,2110,1
7046,RLPacMan,MyGhosts,38.25,4300,1
7047,RLPacMan,MyGhosts,32.37,3230,1
7048,RLPacMan,MyGhosts,33.10,2790,1
7049,RLPacMan,MyGhosts,43.42,4340,1
7050,RLPacMan,MyGhosts,39.47,2040,1
7051,RLPacMan,MyGhosts,31.05,1400,1
7052,RLPacMan,MyGhosts,24.63,3110,1
7053,RLPacMan,MyGhosts,30.57,2300,1
7054,RLPacMan,MyGhosts,21.73,1540,1
7055,RLPacMan,MyGhosts,21.28,1820,1
7056,RLPacMan,MyGhosts,34.95,3650,1
7057,RLPacMan,MyGhosts,30.40,2910,1
7058,RLPacMan,MyGhosts,47.62,5060,1
7059,RLPacMan,MyGhosts,30.65,4220,1
7060,RLPacMan,MyGhosts,24.42,2500,1
7061,RLPacMan,MyGhosts,30.60,2130,1
7062,RLPacMan,MyGhosts,72.98,2900,2
7063,RLPacMan,MyGhosts,47.35,2450,1
7064,RLPacMan,MyGhosts,41.18,2800,1
7065,RLPacMan,MyGhosts,57.22,3370,1
7066,RLPacMan,MyGhosts,43.07,5120,1
7067,RLPacMan,MyGhosts,32.50,2570,1
7068,RLPacMan,MyGhosts,31.60,1810,1
7069,RLPacMan,MyGhosts,18.73,1900,1
7070,RLPacMan,MyGhosts,46.38,2330,1
7071,RLPacMan,MyGhosts,15.48,2860,1
7072,RLPacMan,MyGhosts,30.80,3350,1
7073,RLPacMan,MyGhosts,29.48,3240,1
7074,RLPacMan,MyGhosts,27.60,1930,1
7075,RLPacMan,MyGhosts,14.82,2100,1
7076,RLPacMan,MyGhosts,36.98,2760,1
7077,RLPacMan,MyGhosts,34.42,2380,1
7078,RLPacMan,MyGhosts,22.22,3080,1
7079,RLPacMan,MyGhosts,31.38,2610,1
7080,RLPacMan,MyGhosts,36.17,3510,1
7081,RLPacMan,MyGhosts,20.27,2030,1
7082,RLPacMan,MyGhosts,24.98,2400,1
7083,RLPacMan,MyGhosts,82.07,6370,2
7084,RLPacMan,MyGhosts,10.48,910,1
7085,RLPacMan,MyGhosts,42.13,2670,1
7086,RLPacMan,MyGhosts,71.33,5770,2
7087,RLPacMan,MyGhosts,30.57,2460,1
7088,RLPacMan,MyGhosts,16.10,1380,1
7089,RLPacMan,MyGhosts,36.37,2300,1
7090,RLPacMan,MyGhosts,18.95,3510,1
7091,RLPacMan,MyGhosts,27.53,1820,1
7092,RLPacMan,MyGhosts,29.33,2100,1
7093,RLPacMan,MyGhosts,38.92,4240,1
7094,RLPacMan,MyGhosts,31.52,4930,1
7095,RLPacMan,MyGhosts,22.20,1630,1
7096,RLPacMan,MyGhosts,19.12,1860,1
7097,RLPacMan,MyGhosts,19.28,1790,1
7098,RLPacMan,MyGhosts,25.55,1950,1
7099,RLPacMan,MyGhosts,25.65,2540,1
7100,RLPacMan,MyGhosts,34.48,2490,1
7101,RLPacMan,MyGhosts,53.83,3140,1
7102,RLPacMan,MyGhosts,43.05,2460,1
7103,RLPacMan,MyGhosts,29.77,2460,1
7104,RLPacMan,MyGhosts,31.45,3030,1
7105,RLPacMan,MyGhosts,27.15,3960,1
7106,RLPacMan,MyGhosts,26.13,2690,1
7107,RLPacMan,MyGhosts,78.23,4850,2
7108,RLPacMan,MyGhosts,35.82,4960,1
7109,RLPacMan,MyGhosts,24.85,1470,1
7110,RLPacMan,MyGhosts,15.80,1360,1
7111,RLPacMan,MyGhosts,51.62,4210,1
7112,RLPacMan,MyGhosts,34.17,3000,1
7113,RLPacMan,MyGhosts,49.38,4290,1
7114,RLPacMan,MyGhosts,20.77,2020,1
7115,RLPacMan,MyGhosts,20.07,2880,1
7116,RLPacMan,MyGhosts,22.92,4730,1
7117,RLPacMan,MyGhosts,31.78,2930,1
7118,RLPacMan,MyGhosts,29.30,1940,1
7119,RLPacMan,MyGhosts,40.60,2720,1
7120,RLPacMan,MyGhosts,35.40,2200,1
7121,RLPacMan,MyGhosts,52.02,2990,1
7122,RLPacMan,MyGhosts,43.82,2860,1
7123,RLPacMan,MyGhosts,28.25,2080,1
7124,RLPacMan,MyGhosts,30.00,1510,1
7125,RLPacMan,MyGhosts,49.83,2340,1
7126,RLPacMan,MyGhosts,52.80,2560,1
7127,RLPacMan,MyGhosts,25.48,3180,1
7128,RLPacMan,MyGhosts,29.88,3980,1
7129,RLPacMan,MyGhosts,37.62,3090,1
7130,RLPacMan,MyGhosts,24.50,3320,1
7131,RLPacMan,MyGhosts,28.95,2090,1
7132,RLPacMan,MyGhosts,27.00,1810,1
7133,RLPacMan,MyGhosts,27.88,2460,1
7134,RLPacMan,MyGhosts,15.35,1250,1
7135,RLPacMan,MyGhosts,18.33,1040,1
7136,RLPacMan,MyGhosts,37.45,3460,1
7137,RLPacMan,MyGhosts,45.53,2190,1
7138,RLPacMan,MyGhosts,32.77,2770,1
7139,RLPacMan,MyGhosts,35.22,1460,1
7140,RLPacMan,MyGhosts,74.88,5460,2
7141,RLPacMan,MyGhosts,63.93,9500,2
7142,RLPacMan,MyGhosts,38.72,2770,1
7143,RLPacMan,MyGhosts,47.63,3190,1
7144,RLPacMan,MyGhosts,20.10,1270,1
7145,RLPacMan,MyGhosts,74.02,3680,2
7146,RLPacMan,MyGhosts,31.43,2880,1
7147,RLPacMan,MyGhosts,27.33,1390,1
7148,RLPacMan,MyGhosts,55.80,5780,1
7149,RLPacMan,MyGhosts,27.48,2260,1
7150,RLPacMan,MyGhosts,39.93,4240,1
7151,RLPacMan,MyGhosts,23.57,1540,1
7152,RLPacMan,MyGhosts,53.62,3860,1
7153,RLPacMan,MyGhosts,45.15,3450,1
7154,RLPacMan,MyGhosts,44.58,3440,1
7155,RLPacMan,MyGhosts,22.92,1390,1
7156,RLPacMan,MyGhosts,35.88,3010,1
7157,RLPacMan,MyGhosts,23.17,2520,1
7158,RLPacMan,MyGhosts,39.90,3200,1
7159,RLPacMan,MyGhosts,38.03,2860,1
7160,RLPacMan,MyGhosts,37.38,4170,1
7161,RLPacMan,MyGhosts,29.18,2630,1
7162,RLPacMan,MyGhosts,7.67,650,1
7163,RLPacMan,MyGhosts,22.65,2300,1
7164,RLPacMan,MyGhosts,42.85,2320,1
7165,RLPacMan,MyGhosts,42.83,2230,1
7166,RLPacMan,MyGhosts,37.10,2770,1
7167,RLPacMan,MyGhosts,41.28,2480,1
7168,RLPacMan,MyGhosts,27.65,2610,1
7169,RLPacMan,MyGhosts,43.68,3810,1
7170,RLPacMan,MyGhosts,24.07,3650,1
7171,RLPacMan,MyGhosts,26.82,2830,1
7172,RLPacMan,MyGhosts,26.53,1610,1
7173,RLPacMan,MyGhosts,80.77,5060,2
7174,RLPacMan,MyGhosts,25.67,2980,1
7175,RLPacMan,MyGhosts,43.13,2160,1
7176,RLPacMan,MyGhosts,27.12,2230,1
7177,RLPacMan,MyGhosts,23.42,1930,1
7178,RLPacMan,MyGhosts,15.18,1210,1
7179,RLPacMan,MyGhosts,14.35,1200,1
7180,RLPacMan,MyGhosts,77.12,6540,2
7181,RLPacMan,MyGhosts,55.02,2620,1
7182,RLPacMan,MyGhosts,38.17,2280,1
7183,RLPacMan,MyGhosts,38.93,3550,1
7184,RLPacMan,MyGhosts,20.88,3560,1
7185,RLPacMan,MyGhosts,28.68,3400,1
7186,RLPacMan,MyGhosts,22.42,1630,1
7187,RLPacMan,MyGhosts,25.78,5120,1
7188,RLPacMan,MyGhosts,34.30,3660,1
7189,RLPacMan,MyGhosts,15.07,2040,1
7190,RLPacMan,MyGhosts,19.75,2270,1
7191,RLPacMan,MyGhosts,44.22,4320,1
7192,RLPacMan,MyGhosts,48.23,4320,1
7193,RLPacMan,MyGhosts,23.02,3370,1
7194,RLPacMan,MyGhosts,45.80,3780,1
7195,RLPacMan,MyGhosts,15.27,1180,1
7196,RLPacMan,MyGhosts,27.22,2470,1
7197,RLPacMan,MyGhosts,17.95,1260,1
7198,RLPacMan,MyGhosts,36.80,4260,1
7199,RLPacMan,MyGhosts,39.93,2460,1
7200,RLPacMan,MyGhosts,40.28,4220,1
7201,RLPacMan,MyGhosts,31.18,4090,1
7202,RLPacMan,MyGhosts,32.60,2070,1
7203,RLPacMan,MyGhosts,25.47,1750,1
7204,RLPacMan,MyGhosts,12.67,900,1
7205,RLPacMan,MyGhosts,27.67,2470,1
7206,RLPacMan,MyGhosts,48.33,3990,1
7207,RLPacMan,MyGhosts,25.57,1480,1
7208,RLPacMan,MyGhosts,26.43,1610,1
7209,RLPacMan,MyGhosts,19.13,2810,1
7210,RLPacMan,MyGhosts,27.02,1980,1
7211,RLPacMan,MyGhosts,20.85,1980,1
7212,RLPacMan,MyGhosts,40.40,2380,1
7213,RLPacMan,MyGhosts,13.77,1850,1
7214,RLPacMan,MyGhosts,27.70,2520,1
7215,RLPacMan,MyGhosts,19.48,1540,1
7216,RLPacMan,MyGhosts,29.45,3160,1
7217,RLPacMan,MyGhosts,32.65,2380,1
7218,RLPacMan,MyGhosts,17.08,1740,1
7219,RLPacMan,MyGhosts,26.72,2410,1
7220,RLPacMan,MyGhosts,42.05,2460,1
7221,RLPacMan,MyGhosts,19.78,3020,1
7222,RLPacMan,MyGhosts,26.07,1720,1
7223,RLPacMan,MyGhosts,28.17,2060,1
7224,RLPacMan,MyGhosts,37.07,4350,1
7225,RLPacMan,MyGhosts,47.68,2090,1
7226,RLPacMan,MyGhosts,27.17,2810,1
7227,RLPacMan,MyGhosts,50.47,3160,1
7228,RLPacMan,MyGhosts,37.87,2150,1
7229,RLPacMan,MyGhosts,32.43,2620,1
7230,RLPacMan,MyGhosts,39.85,4240,1
7231,RLPacMan,MyGhosts,19.02,1750,1
7232,RLPacMan,MyGhosts,21.42,3200,1
7233,RLPacMan,MyGhosts,29.10,2300,1
7234,RLPacMan,MyGhosts,35.37,2690,1
7235,RLPacMan,MyGhosts,78.20,7080,2
7236,RLPacMan,MyGhosts,22.97,1970,1
7237,RLPacMan,MyGhosts,46.67,3150,1
7238,RLPacMan,MyGhosts,21.82,4770,1
7239,RLPacMan,MyGhosts,38.38,2490,1
7240,RLPacMan,MyGhosts,17.58,1400,1
7241,RLPacMan,MyGhosts,17.83,1760,1
7242,RLPacMan,MyGhosts,33.05,2810,1
7243,RLPacMan,MyGhosts,21.08,1990,1
7244,RLPacMan,MyGhosts,55.90,3600,1
7245,RLPacMan,MyGhosts,32.78,2230,1
7246,RLPacMan,MyGhosts,28.92,2790,1
7247,RLPacMan,MyGhosts,50.55,1760,1
7248,RLPacMan,MyGhosts,29.63,2220,1
7249,RLPacMan,MyGhosts,18.00,1440,1
7250,RLPacMan,MyGhosts,39.70,2740,1
7251,RLPacMan,MyGhosts,47.77,3100,1
7252,RLPacMan,MyGhosts,33.08,2400,1
7253,RLPacMan,MyGhosts,29.78,2300,1
7254,RLPacMan,MyGhosts,35.70,4140,1
7255,RLPacMan,MyGhosts,26.68,1920,1
7256,RLPacMan,MyGhosts,39.82,4070,1
7257,RLPacMan,MyGhosts,28.77,2380,1
7258,RLPacMan,MyGhosts,38.50,2190,1
7259,RLPacMan,MyGhosts,31.92,2520,1
7260,RLPacMan,MyGhosts,40.28,2860,1
7261,RLPacMan,MyGhosts,30.40,2060,1
7262,RLPacMan,MyGhosts,65.92,3930,1
7263,RLPacMan,MyGhosts,29.12,2010,1
7264,RLPacMan,MyGhosts,25.20,3300,1
7265,RLPacMan,MyGhosts,22.23,4430,1
7266,RLPacMan,MyGhosts,32.78,2170,1
7267,RLPacMan,MyGhosts,30.25,4170,1
7268,RLPacMan,MyGhosts,30.43,2490,1
7269,RLPacMan,MyGhosts,18.13,2190,1
7270,RLPacMan,MyGhosts,43.10,4850,1
7271,RLPacMan,MyGhosts,44.25,4920,1
7272,RLPacMan,MyGhosts,13.70,990,1
7273,RLPacMan,MyGhosts,38.42,3980,1
7274,RLPacMan,MyGhosts,16.37,2570,1
7275,RLPacMan,MyGhosts,12.57,890,1
7276,RLPacMan,MyGhosts,31.80,3590,1
7277,RLPacMan,MyGhosts,30.48,2610,1
7278,RLPacMan,MyGhosts,21.92,2180,1
7279,RLPacMan,MyGhosts,11.87,1020,1
7280,RLPacMan,MyGhosts,54.77,2460,1
7281,RLPacMan,MyGhosts,30.08,3400,1
7282,RLPacMan,MyGhosts,28.78,4180,1
7283,RLPacMan,MyGhosts,17.95,1990,1
7284,RLPacMan,MyGhosts,16.88,1600,1
7285,RLPacMan,MyGhosts,19.43,3540,1
7286,RLPacMan,MyGhosts,78.75,2750,2
7287,RLPacMan,MyGhosts,29.08,1140,1
7288,RLPacMan,MyGhosts,22.38,3760,1
7289,RLPacMan,MyGhosts,47.83,5800,1
7290,RLPacMan,MyGhosts,33.62,2430,1
7291,RLPacMan,MyGhosts,23.92,1990,1
7292,RLPacMan,MyGhosts,28.15,3330,1
7293,RLPacMan,MyGhosts,27.12,3320,1
7294,RLPacMan,MyGhosts,25.72,3790,1
7295,RLPacMan,MyGhosts,63.57,2750,1
7296,RLPacMan,MyGhosts,22.40,1900,1
7297,RLPacMan,MyGhosts,16.83,2250,1
7298,RLPacMan,MyGhosts,22.88,1640,1
7299,RLPacMan,MyGhosts,35.35,2170,1
7300,RLPacMan,MyGhosts,80.57,6910,2
7301,RLPacMan,MyGhosts,36.52,2320,1
7302,RLPacMan,MyGhosts,45.43,2340,1
7303,RLPacMan,MyGhosts,21.87,3810,1
7304,RLPacMan,MyGhosts,26.10,3680,1
7305,RLPacMan,MyGhosts,31.23,1910,1
7306,RLPacMan,MyGhosts,8.32,770,1
7307,RLPacMan,MyGhosts,24.75,2790,1
7308,RLPacMan,MyGhosts,25.55,2760,1
7309,RLPacMan,MyGhosts,27.80,4160,1
7310,RLPacMan,MyGhosts,27.78,2490,1
7311,RLPacMan,MyGhosts,30.73,2040,1
7312,RLPacMan,MyGhosts,51.42,4240,1
7313,RLPacMan,MyGhosts,40.23,4260,1
7314,RLPacMan,MyGhosts,37.50,2100,1
7315,RLPacMan,MyGhosts,28.33,3110,1
